Model ID	Name	Reaction	Subsystem	Lower Bound	Upper Bound	Gene-Protein-Rule (GPR)	Reaction Type	BiGG ID	KEGG ID	ModelSEED ID	Confidence Score	Evidence
PACCOAL	Phenylacetate-CoA ligase	atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c	Alternate Carbon Metabolism	0	1000	KPN_01479	Catalytic	PACCOAL	R02539	rxn01842	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PALAptspp	Palatinose transport via PTS	pala_p + pep_c --> pala6p_c + pyr_c	Transport	0	1000	KPN_04086	Transport	PALAptspp	-	-	4	"PMID 11473129 describes catabolism of palatinose in K. pneumoniae, this reaction requires aglA"
PALAtex	Palatinose transport to periplasm	pala_e --> pala_p	"Transport, Outer Membrane"	0	1000	-	Transport	PALAtex	-	-	1	"as strains able to utilise compound, need to transport it into periplasm, mechanism unknown"
PANTS	Pantothenate synthase	ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00140	Catalytic	PANTS	R02473	rxn01791	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA120	Phosphatidate phosphatase (n-C12:0)	h2o_c + pa120_c --> 12dgr120_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA120	-	rxn09062	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA120pp	"Phosphatidate phosphatase (periplasmic, n-C12:0)"	h2o_p + pa120_p --> 12dgr120_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA120pp	-	rxn09062	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA140	Phosphatidate phosphatase (n-C14:0)	h2o_c + pa140_c --> 12dgr140_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA140	-	rxn09063	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA140pp	"Phosphatidate phosphatase (periplasmic, n-C14:0)"	h2o_p + pa140_p --> 12dgr140_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA140pp	-	rxn09063	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA141	Phosphatidate phosphatase (n-C14:1)	h2o_c + pa141_c --> 12dgr141_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA141	-	rxn09064	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA141pp	"Phosphatidate phosphatase (periplasmic, n-C14:1)"	h2o_p + pa141_p --> 12dgr141_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA141pp	-	rxn09064	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA160	Phosphatidate phosphatase (n-C16:0)	h2o_c + pa160_c --> 12dgr160_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA160	-	rxn09065	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA160pp	"Phosphatidate phosphatase (periplasmic, n-C16:0)"	h2o_p + pa160_p --> 12dgr160_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA160pp	-	rxn09065	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA161	Phosphatidate phosphatase (n-C16:1)	h2o_c + pa161_c --> 12dgr161_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA161	-	rxn09066	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA161pp	"Phosphatidate phosphatase (periplasmic, n-C16:1)"	h2o_p + pa161_p --> 12dgr161_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA161pp	-	rxn09066	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA180	Phosphatidate phosphatase (n-C18:0)	h2o_c + pa180_c --> 12dgr180_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA180	-	rxn09067	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA180pp	"Phosphatidate phosphatase (periplasmic, n-C18:0)"	h2o_p + pa180_p --> 12dgr180_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA180pp	-	rxn09067	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA181	Phosphatidate phosphatase (n-C18:1)	h2o_c + pa181_c --> 12dgr181_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA181	-	rxn09068	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPA181pp	"Phosphatidate phosphatase (periplasmic, n-C18:1)"	h2o_p + pa181_p --> 12dgr181_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274	Catalytic	PAPA181pp	-	rxn09068	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPPT3	"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)"	udcpp_c + ugmda_c --> uagmda_c + ump_c	Cell Envelope Biosynthesis	0	1000	KPN_00091	Catalytic	PAPPT3	R05630	rxn03904	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPSR	Phosphoadenylyl-sulfate reductase (thioredoxin)	paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c	Cysteine Metabolism	0	1000	(KPN_03117 and KPN_02905) or (KPN_03117 and KPN_04282)	Catalytic	PAPSR	R02021	rxn05239	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PAPSR2	Phosphoadenylyl-sulfate reductase (glutaredoxin)	grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c	Cysteine Metabolism	0	1000	(KPN_03117 and KPN_00880) or (KPN_03117 and KPN_01992) or KPN_03117 or (KPN_03117 and KPN_03954)	Catalytic	PAPSR2	-	rxn09069	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PDE1	"3',5'-cyclic-nucleotide phosphodiesterase"	camp_c + h2o_c --> amp_c + h_c	Nucleotide Salvage Pathway	0	1000	KPN_02455	Catalytic	PDE1	R00191	rxn00140	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PDH	Pyruvate dehydrogenase	coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c	Glycolysis/Gluconeogenesis	0	1000	KPN_00120 and KPN_00118 and KPN_00119	Catalytic	PDH	R00209	rxn00154	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PDX5PO2	Pyridoxine 5'-phosphate oxidase (anaerboic	nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c	Exchange	0	1000	-	Catalytic	PDX5PO2	-	rxn09071	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PDX5POi	Pyridoxine 5'-phosphate oxidase	o2_c + pdx5p_c --> h2o2_c + pydx5p_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_01976	Catalytic	PDX5POi	R00278	rxn00209	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PDX5PS	Pyridoxine 5'-phosphate synthase	dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	(KPN_02889 and KPN_00049) or KPN_01121	Catalytic	PDX5PS	-	rxn09072	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PDXPP	Pyridoxine 5-phosphate phosphatase	h2o_c + pdx5p_c --> pi_c + pydxn_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	-	Catalytic	PDXPP	R01911	rxn01398	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PE120abcpp	"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)"	atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PE120abcpp	-	rxn09073	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PE140abcpp	"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)"	atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PE140abcpp	-	rxn09074	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PE141abcpp	"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)"	atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PE141abcpp	-	rxn09075	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PE160abcpp	"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)"	atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PE160abcpp	-	rxn09076	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PE161abcpp	"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)"	atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PE161abcpp	-	rxn09077	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PE180abcpp	"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)"	atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PE180abcpp	-	rxn09078	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PE181abcpp	"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)"	atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PE181abcpp	-	rxn09079	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PEAMNOpp	Phenethylamine oxidase	h2o_p + o2_p + peamn_p --> h2o2_p + nh4_p + pacald_p	Nitrogen Metabolism	0	1000	KPN_01467	Catalytic	PEAMNOpp	R02613	rxn01903	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PEAMNtex	Phenethylamine transport via diffusion (extracellular to periplasm)	peamn_e <-- peamn_p	"Transport, Outer Membrane"	-1000	0	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	PEAMNtex	-	rxn09080; rxn11405	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PERD	Erythronate 4-phosphate (4per) dehydrogenase	4per_c + nad_c <=> h_c + nadh_c + ohpb_c	Cofactor and Prosthetic Group Biosynthesis	-1000	1000	KPN_02710	Catalytic	PERD	R04210	rxn02939	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PETNT161pp	Phosphoethanolamine transferase (c-C16:1)	lipa_p + pe161_p --> 12dgr161_p + enlipa_p	Lipopolysaccharide Biosynthesis / Recycling	0	1000	KPN_03904	Catalytic	PETNT161pp	-	rxn09082	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PETNT181pp	Phosphoethanolamine transferase (c-C16:1)	lipa_p + pe181_p --> 12dgr181_p + enlipa_p	Lipopolysaccharide Biosynthesis / Recycling	0	1000	KPN_03904	Catalytic	PETNT181pp	-	rxn09083	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PFFSD	Beta-fructofuranosidase (palatinose)	h2o_c + pala6p_c --> fru_c + g6p_c	Unassigned	0	1000	KPN_04085	Catalytic	-	-	-	4	"PMID 11473129 describes catabolism of palatinose in K. pneumoniae, this reaction requires aglB"
PFK	Phosphofructokinase	atp_c + f6p_c --> adp_c + fdp_c + h_c	Glycolysis/Gluconeogenesis	0	1000	KPN_04223 or KPN_02183	Catalytic	PFK	R00756	rxn00545	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PFK_2	Phosphofructokinase	atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c	Alternate Carbon Metabolism	0	1000	KPN_04223	Catalytic	PFK_2	R03236	rxn02314; rxn30050	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PFL	Pyruvate formate lyase	coa_c + pyr_c --> accoa_c + for_c	Pyruvate Metabolism	0	1000	(KPN_02902 and KPN_00930) or (KPN_00931 and KPN_00930) or (KPN_02902 and KPN_00930 and KPN_00931)	Catalytic	PFL	R00212	rxn00157	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PG120abcpp	"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)"	atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PG120abcpp	-	rxn09085	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PG140abcpp	"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)"	atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PG140abcpp	-	rxn09086	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PG141abcpp	"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)"	atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PG141abcpp	-	rxn09087	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PG160abcpp	"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)"	atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PG160abcpp	-	rxn09088	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PG161abcpp	"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)"	atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PG161abcpp	-	rxn09089	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PG180abcpp	"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)"	atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PG180abcpp	-	rxn09090	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PG181abcpp	"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)"	atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PG181abcpp	-	rxn09091	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGAMT	Phosphoglucosamine mutase	gam1p_c <=> gam6p_c	Cell Envelope Biosynthesis	-1000	1000	KPN_03586	Catalytic	PGAMT	R02060	rxn01485	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGCD	Phosphoglycerate dehydrogenase	3pg_c + nad_c --> 3php_c + h_c + nadh_c	Glycine and Serine Metabolism	0	1000	KPN_03348	Catalytic	PGCD	R01513	rxn01101	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGI	Glucose-6-phosphate isomerase	g6p_c <=> f6p_c	Glycolysis/Gluconeogenesis	-1000	1000	KPN_04413	Catalytic	PGI	R00771	rxn00558	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGK	Phosphoglycerate kinase	3pg_c + atp_c <=> 13dpg_c + adp_c	Glycolysis/Gluconeogenesis	-1000	1000	KPN_03355	Catalytic	PGK	R01512	rxn01100	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGL	6-phosphogluconolactonase	6pgl_c + h2o_c --> 6pgc_c + h_c	Pentose Phosphate Pathway	0	1000	KPN_00781	Catalytic	PGL	R02035	rxn01476	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGLYCP	Phosphoglycolate phosphatase	2pglyc_c + h2o_c --> glyclt_c + pi_c	Alternate Carbon Metabolism	0	1000	KPN_03756	Catalytic	PGLYCP	R01334	rxn00980	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGM	Phosphoglycerate mutase	2pg_c <=> 3pg_c	Glycolysis/Gluconeogenesis	-1000	1000	KPN_00768 or KPN_04850 or KPN_03956	Catalytic	PGM	R01518	rxn01106	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGMT	Phosphoglucomutase	g1p_c <=> g6p_c	Alternate Carbon Metabolism	-1000	1000	KPN_03021 or KPN_00711	Catalytic	PGMT	R08639	rxn00704	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGP120abcpp	"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)"	atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PGP120abcpp	-	rxn09094	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGP140abcpp	"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)"	atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PGP140abcpp	-	rxn09095	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGP141abcpp	"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)"	atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PGP141abcpp	-	rxn09096	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGP160abcpp	"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)"	atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PGP160abcpp	-	rxn09097	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGP161abcpp	"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)"	atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PGP161abcpp	-	rxn09098	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGP180abcpp	"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)"	atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PGP180abcpp	-	rxn09099	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGP181abcpp	"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)"	atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c	"Transport, Inner Membrane"	0	1000	KPN_00941	Transport	PGP181abcpp	-	rxn09100	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP120	Phosphatidylglycerol phosphate phosphatase (n-C14:0)	h2o_c + pgp120_c --> pg120_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_00370 or KPN_01274	Catalytic	PGPP120	-	rxn09101	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP120pp	"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)"	h2o_p + pgp120_p --> pg120_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_00370 or KPN_01274	Catalytic	PGPP120pp	-	rxn09101	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP140	Phosphatidylglycerol phosphate phosphatase (n-C14:0)	h2o_c + pgp140_c --> pg140_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_00370 or KPN_01274	Catalytic	PGPP140	-	rxn09102	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP140pp	"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)"	h2o_p + pgp140_p --> pg140_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274 or KPN_00370	Catalytic	PGPP140pp	-	rxn09102	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP141	Phosphatidylglycerol phosphate phosphatase (n-C14:1)	h2o_c + pgp141_c --> pg141_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_00370 or KPN_01274	Catalytic	PGPP141	-	rxn09103	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP141pp	"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)"	h2o_p + pgp141_p --> pg141_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274 or KPN_00370	Catalytic	PGPP141pp	-	rxn09103	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP160	Phosphatidylglycerol phosphate phosphatase (n-C16:0)	h2o_c + pgp160_c --> pg160_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274 or KPN_00370	Catalytic	PGPP160	-	rxn09104	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP160pp	"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)"	h2o_p + pgp160_p --> pg160_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_00370 or KPN_01274	Catalytic	PGPP160pp	-	rxn09104	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP161	Phosphatidylglycerol phosphate phosphatase (n-C16:1)	h2o_c + pgp161_c --> pg161_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274 or KPN_00370	Catalytic	PGPP161	-	rxn09105	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP161pp	"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)"	h2o_p + pgp161_p --> pg161_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_01274 or KPN_00370	Catalytic	PGPP161pp	-	rxn09105	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP180	Phosphatidylglycerol phosphate phosphatase (n-C18:0)	h2o_c + pgp180_c --> pg180_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_00370 or KPN_01274	Catalytic	PGPP180	-	rxn09106	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP180pp	"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)"	h2o_p + pgp180_p --> pg180_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_00370 or KPN_01274	Catalytic	PGPP180pp	-	rxn09106	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP181	Phosphatidylglycerol phosphate phosphatase (n-C18:1)	h2o_c + pgp181_c --> pg181_c + pi_c	Glycerophospholipid Metabolism	0	1000	KPN_01274 or KPN_00370	Catalytic	PGPP181	-	rxn09107	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGPP181pp	"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)"	h2o_p + pgp181_p --> pg181_p + pi_p	Glycerophospholipid Metabolism	0	1000	KPN_00370 or KPN_01274	Catalytic	PGPP181pp	-	rxn09107	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGSA120	Phosphatidylglycerol synthase (n-C12:0)	cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c	Glycerophospholipid Metabolism	0	1000	KPN_02410	Catalytic	PGSA120	-	rxn09108	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGSA140	Phosphatidylglycerol synthase (n-C14:0)	cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c	Glycerophospholipid Metabolism	0	1000	KPN_02410	Catalytic	PGSA140	-	rxn09109	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGSA141	Phosphatidylglycerol synthase (n-C14:1)	cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c	Glycerophospholipid Metabolism	0	1000	KPN_02410	Catalytic	PGSA141	-	rxn09110	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGSA160	Phosphatidylglycerol synthase (n-C16:0)	cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c	Glycerophospholipid Metabolism	0	1000	KPN_02410	Catalytic	PGSA160	-	rxn09111	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGSA161	Phosphatidylglycerol synthase (n-C16:1)	cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c	Glycerophospholipid Metabolism	0	1000	KPN_02410	Catalytic	PGSA161	-	rxn09112	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGSA180	Phosphatidylglycerol synthase (n-C18:0)	cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c	Glycerophospholipid Metabolism	0	1000	KPN_02410	Catalytic	PGSA180	-	rxn09113	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
PGSA181	Phosphatidylglycerol synthase (n-C18:1)	cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c	Glycerophospholipid Metabolism	0	1000	KPN_02410	Catalytic	PGSA181	-	rxn09114	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
